CIE10,Descripción Diagnóstico,Cantidad,Genero,Período de consulta
R410,DESORIENTACION NO ESPECIFICADA,4,F,01/01/2019-31/12/2020
R412,AMNESIA RETROGRADA,2,F,01/01/2019-31/12/2020
R413,OTRA AMNESIA,3,F,01/01/2019-31/12/2020
R418,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA Y LOS NO ESPECIFICADOS,2,F,01/01/2019-31/12/2020
R42X,MAREO Y DESVANECIMIENTO,181,F,01/01/2019-31/12/2020
R441,ALUCINACIONES VISUALES,1,F,01/01/2019-31/12/2020
R451,INQUIETUD Y AGITACION,9,F,01/01/2019-31/12/2020
R454,IRRITABILIDAD Y ENOJO,3,F,01/01/2019-31/12/2020
R456,VIOLENCIA FISICA,21,F,01/01/2019-31/12/2020
R470,DISFASIA Y AFASIA,1,F,01/01/2019-31/12/2020
R471,DISARTRIA Y ANARTRIA,3,F,01/01/2019-31/12/2020
R490,DISFONIA,6,F,01/01/2019-31/12/2020
R500,FIEBRE CON ESCALOFRIO,2,F,01/01/2019-31/12/2020
R501,FIEBRE PERSISTENTE,6,F,01/01/2019-31/12/2020
R509,"FIEBRE, NO ESPECIFICADA",2256,F,01/01/2019-31/12/2020
R51X,CEFALEA,620,F,01/01/2019-31/12/2020
R520,DOLOR AGUDO,76,F,01/01/2019-31/12/2020
R521,DOLOR CRONICO INTRATABLE,5,F,01/01/2019-31/12/2020
R522,OTRO DOLOR CRONICO,4,F,01/01/2019-31/12/2020
R529,"DOLOR, NO ESPECIFICADO",20,F,01/01/2019-31/12/2020
R53X,MALESTAR Y FATIGA,21,F,01/01/2019-31/12/2020
R55X,SINCOPE Y COLAPSO,120,F,01/01/2019-31/12/2020
R560,CONVULSIONES FEBRILES,21,F,01/01/2019-31/12/2020
R568,OTRAS CONVULSIONES Y LAS NO ESPECIFICADAS,80,F,01/01/2019-31/12/2020
R570,CHOQUE CARDIOGENICO,2,F,01/01/2019-31/12/2020
R571,CHOQUE HIPOVOLEMICO,2,F,01/01/2019-31/12/2020
R579,"CHOQUE , NO ESPECIFICADO",2,F,01/01/2019-31/12/2020
R58X,"HEMORRAGIA, NO CLASIFICADA EN OTRA PARTE",1,F,01/01/2019-31/12/2020
R590,ADENOMEGALIA LOCALIZADA,2,F,01/01/2019-31/12/2020
R599,"ADENOMEGALIA, NO ESPECIFICADA",1,F,01/01/2019-31/12/2020
R600,EDEMA LOCALIZADO,11,F,01/01/2019-31/12/2020
R601,EDEMA GENERALIZADO,3,F,01/01/2019-31/12/2020
R609,"EDEMA, NO ESPECIFICADO",19,F,01/01/2019-31/12/2020
R634,PERDIDA ANORMAL DE PESO,1,F,01/01/2019-31/12/2020
R681,SINTOMAS NO ESPECIFICOS PROPIOS DE LA INFANCIA,1,F,01/01/2019-31/12/2020
R739,"HIPERGLICEMIA, NO ESPECIFICADA",10,F,01/01/2019-31/12/2020
R827,HALLAZGOS ANORMALES EN EL EXAMEN MICROBIOLOGICO DE LA ORINA,4,F,01/01/2019-31/12/2020
R828,HALLAZGOS ANORMALES EN EL EXAMEN CITOLOGICO E HISTOLOGICO DE LA ORINA,2,F,01/01/2019-31/12/2020
R829,OTROS HALLAZGOS ANORMALES EN LA ORINA Y LOS NO ESPECIFICADOS,1,F,01/01/2019-31/12/2020
R960,MUERTE INSTANTANEA,1,F,01/01/2019-31/12/2020
R961,"MUERTE QUE OCURRE EN MENOS DE 24 HORAS DEL INICIO DE LOS SINTOMAS, NO EXPLICADA DE OTRA FORMA",2,F,01/01/2019-31/12/2020
R98X,MUERTE SIN ASISTENCIA,7,F,01/01/2019-31/12/2020
S000,TRAUMATISMO SUPERFICIAL DEL CUERO CABELLUDO,5,F,01/01/2019-31/12/2020
S001,CONTUSION DE LOS PARPADOS Y DE LA REGION PERIOCULAR,1,F,01/01/2019-31/12/2020
S002,OTROS TRAUMATISMOS SUPERFICIALES DEL PARPADO Y DE LA REGION PERIOCULAR,5,F,01/01/2019-31/12/2020
S003,TRAUMATISMO SUPERFICIAL DE LA NARIZ,15,F,01/01/2019-31/12/2020
S005,TRAUMATISMO SUPERFICIAL DEL LABIO Y DE LA CAVIDAD BUCAL,1,F,01/01/2019-31/12/2020
S007,TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA CABEZA,16,F,01/01/2019-31/12/2020
S008,TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DE LA CABEZA,35,F,01/01/2019-31/12/2020
S009,"TRAUMATISMO SUPERFICIAL DE LA CABEZA, PARTE NO ESPECIFICADA",43,F,01/01/2019-31/12/2020
S010,HERIDA DEL CUERO CABELLUDO,31,F,01/01/2019-31/12/2020
S011,HERIDA DEL PARPADO Y DE LA REGION PERIOCULAR,4,F,01/01/2019-31/12/2020
S012,HERIDA DE LA NARIZ,5,F,01/01/2019-31/12/2020
S013,HERIDA DEL OIDO,1,F,01/01/2019-31/12/2020
S014,HERIDA DE LA MEJILLA Y DE LA REGION TEMPOROMANDIBULAR,11,F,01/01/2019-31/12/2020
S015,HERIDA DEL LABIO Y DE LA CAVIDAD BUCAL,9,F,01/01/2019-31/12/2020
S018,HERIDA DE OTRAS PARTES DE LA CABEZA,29,F,01/01/2019-31/12/2020
S019,"HERIDA DE LA CABEZA, PARTE NO ESPECIFICADA",46,F,01/01/2019-31/12/2020
S020,FRACTURA DE LA BOVEDA DEL CRANEO,2,F,01/01/2019-31/12/2020
S022,FRACTURA DE LOS HUESOS DE LA NARIZ,8,F,01/01/2019-31/12/2020
S024,FRACTURA DEL MALAR Y DEL HUESO MAXILAR SUPERIOR,3,F,01/01/2019-31/12/2020
S025,FRACTURA DE LOS DIENTES,1,F,01/01/2019-31/12/2020
S026,FRACTURA DEL MAXILAR INFERIOR,3,F,01/01/2019-31/12/2020
S028,FRACTURA DE OTROS HUESOS DEL CRANEO Y DE LA CARA,1,F,01/01/2019-31/12/2020
S029,"FRACTURA DEL CRANEO Y DE LOS HUESOS DE LA CARA, PARTE NO ESPECIFICADA",1,F,01/01/2019-31/12/2020
S032,LUXACION DE DIENTE,1,F,01/01/2019-31/12/2020
S034,ESGUINCES Y TORCEDURAS DEL MAXILAR,1,F,01/01/2019-31/12/2020
S050,TRAUMATISMO DE LA CONJUNTIVA Y ABRASION CORNEAL SIN MENCION DE CUERPO EXTRAÑO,9,F,01/01/2019-31/12/2020
S051,CONTUSION DEL GLOBO OCULAR Y DEL TEJIDO ORBITARIO,4,F,01/01/2019-31/12/2020
S052,LACERACION Y RUPTURA OCULAR CON PROLAPSO O PERDIDA DEL TEJIDO INTRAOCULAR,1,F,01/01/2019-31/12/2020
S053,LACERACION OCULAR SIN PROLAPSO O PERDIDA DEL TEJIDO INTRAOCULAR,1,F,01/01/2019-31/12/2020
S055,HERIDA PENETRANTE DEL GLOBO OCULAR CON CUERPO EXTRAÑO,2,F,01/01/2019-31/12/2020
S058,OTROS TRAUMATISMOS DEL OJO Y DE LA ORBITA,5,F,01/01/2019-31/12/2020
S059,"TRAUMATISMO DEL OJO Y DE LA ORBITA, NO ESPECIFICADO",7,F,01/01/2019-31/12/2020
S060,CONCUSION,53,F,01/01/2019-31/12/2020
S062,TRAUMATISMO CEREBRAL DIFUSO,2,F,01/01/2019-31/12/2020
S063,TRAUMATISMO CEREBRAL FOCAL,1,F,01/01/2019-31/12/2020
S065,HEMORRAGIA SUBDURAL TRAUMATICA,6,F,01/01/2019-31/12/2020
S068,OTROS TRAUMATISMOS INTRACRANEALES,11,F,01/01/2019-31/12/2020
S069,"TRAUMATISMO INTRACRANEAL, NO ESPECIFICADO",28,F,01/01/2019-31/12/2020
S070,TRAUMATISMO POR APLASTAMIENTO DE LA CARA,9,F,01/01/2019-31/12/2020
S071,TRAUMATISMO POR APLASTAMIENTO DEL CRANEO,1,F,01/01/2019-31/12/2020
S078,TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES DE LA CABEZA,1,F,01/01/2019-31/12/2020
S092,RUPTURA TRAUMATICA DEL TIMPANO DEL OIDO,2,F,01/01/2019-31/12/2020
S097,TRAUMATISMOS MULTIPLES DE LA CABEZA,4,F,01/01/2019-31/12/2020
S098,"OTROS TRAUMATISMOS DE LA CABEZA, ESPECIFICADOS",19,F,01/01/2019-31/12/2020
S099,"TRAUMATISMO DE LA CABEZA, NO ESPECIFICADO",32,F,01/01/2019-31/12/2020
S108,TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DEL CUELLO,1,F,01/01/2019-31/12/2020
S119,"HERIDA DE CUELLO, PARTE NO ESPECIFICADA",2,F,01/01/2019-31/12/2020
S121,FRACTURA DE LA SEGUNDA VERTEBRA CERVICAL,1,F,01/01/2019-31/12/2020
S128,FRACTURA DE OTRAS PARTES DEL CUELLO,1,F,01/01/2019-31/12/2020
S135,ESGUINCES Y TORCEDURAS DE LA REGION TIROIDEA,1,F,01/01/2019-31/12/2020
S141,OTROS TRAUMATISMOS DE LA MEDULA ESPINAL CERVICAL Y LOS NO ESPECIFICADOS,1,F,01/01/2019-31/12/2020
S142,TRAUMATISMO DE RAIZ NERVIOSA DE COLUMNA CERVICAL,2,F,01/01/2019-31/12/2020
S198,"OTROS TRAUMATISMOS DEL CUELLO, ESPECIFICADOS",1,F,01/01/2019-31/12/2020
S199,"TRAUMATISMO DEL CUELLO, NO ESPECIFICADO",1,F,01/01/2019-31/12/2020
S200,CONTUSION DE LA MAMA,1,F,01/01/2019-31/12/2020
S202,CONTUSION DEL TORAX,47,F,01/01/2019-31/12/2020
S203,OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED ANTERIOR DEL TORAX,13,F,01/01/2019-31/12/2020
S204,OTROS TRAUMATISMOS SUPERFICIALES DE LA PARED POSTERIOR DEL TORAX,8,F,01/01/2019-31/12/2020
S207,TRAUMATISMOS SUPERFICIALES MULTIPLES DEL TORAX,4,F,01/01/2019-31/12/2020
S208,TRAUMATISMO SUPERFICIAL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL TORAX,4,F,01/01/2019-31/12/2020
S210,HERIDA DE LA MAMA,1,F,01/01/2019-31/12/2020
S212,HERIDA DE LA PARED POSTERIOR DEL TORAX,2,F,01/01/2019-31/12/2020
S218,HERIDAS DE OTRAS PARTES DEL TORAX,1,F,01/01/2019-31/12/2020
S220,FRACTURA DE VERTEBRA TORACICA,2,F,01/01/2019-31/12/2020
S223,FRACTURA DE COSTILLA,2,F,01/01/2019-31/12/2020
S234,ESGUINCES Y TORCEDURAS DE COSTILLAS Y ESTERNON,1,F,01/01/2019-31/12/2020
S242,TRAUMATISMO DE RAICES NERVIOSAS DE LA COLUMNA TORACICA,1,F,01/01/2019-31/12/2020
S279,"TRAUMATISMO DE ORGANO INTRATORACICO, NO ESPECIFICADOS",1,F,01/01/2019-31/12/2020
S299,"TRAUMATISMO DEL TORAX, NO ESPECIFICADO",5,F,01/01/2019-31/12/2020
S300,CONTUSION DE LA REGION LUMBOSACRA Y DE LA PELVIS,17,F,01/01/2019-31/12/2020
S301,CONTUSION DE LA PARED ABDOMINAL,5,F,01/01/2019-31/12/2020
S302,CONTUSION DE LOS ORGANOS GENITALES EXTERNOS,1,F,01/01/2019-31/12/2020
S307,"TRAUMATISMOS SUPERFICIALES MULTIPLES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS",2,F,01/01/2019-31/12/2020
S308,"OTROS TRAUMATISMOS SUPERFICIALES DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS",4,F,01/01/2019-31/12/2020
S309,"TRAUMATISMO SUPERFICIAL DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS, PARTE NO ESPECIFICADA",6,F,01/01/2019-31/12/2020
S314,HERIDA DE LA VAGINA Y DE LA VULVA,4,F,01/01/2019-31/12/2020
S320,FRACTURA DE VERTEBRA LUMBAR,1,F,01/01/2019-31/12/2020
S325,FRACTURA DEL PUBIS,1,F,01/01/2019-31/12/2020
S327,FRACTURAS MULTIPLES DE LA COLUMNA LUMBAR Y DE LA PELVIS,3,F,01/01/2019-31/12/2020
S328,FRACTURA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS,2,F,01/01/2019-31/12/2020
S332,LUXACION DE ARTICULACION SACROCOCCIGEA Y SACROILIACA,4,F,01/01/2019-31/12/2020
S335,ESGUINCES Y TORCEDURAS DE LA COLUMNA LUMBAR,7,F,01/01/2019-31/12/2020
S341,OTRO TRAUMATISMO DE LA MEDULA ESPINAL LUMBAR,1,F,01/01/2019-31/12/2020
S342,TRAUMATISMO DE RAIZ NERVIOSA DE LA COLUMNA LUMBAR Y SACRA,4,F,01/01/2019-31/12/2020
S344,TRAUMATISMO DEL PLEXO LUMBOSACRO,2,F,01/01/2019-31/12/2020
S361,TRAUMATISMO DEL HIGADO Y DE LA VESICULA BILIAR,1,F,01/01/2019-31/12/2020
S378,TRAUMATISMO DE OTROS ORGANOS PELVICOS,1,F,01/01/2019-31/12/2020
S390,"TRAUMATISMO DEL TENDON Y DE MUSCULOS DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS",1,F,01/01/2019-31/12/2020
S396,TRAUMATISMO DE ORGANO(S) INTRAABDOMINAL(ES) CON ORGANO(S) PELVICO(S),1,F,01/01/2019-31/12/2020
S398,"OTROS TRAUMATISMOS ESPECIFICADOS DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS",1,F,01/01/2019-31/12/2020
S399,"TRAUMATISMO NO ESPECIFICADO DEL ABDOMEN, DE LA REGION LUMBOSACRA Y DE LA PELVIS",2,F,01/01/2019-31/12/2020
S400,CONTUSION DEL HOMBRO Y DEL BRAZO,96,F,01/01/2019-31/12/2020
S407,TRAUMATISMOS SUPERFICIALES MULTIPLES DEL HOMBRO Y DEL BRAZO,4,F,01/01/2019-31/12/2020
S408,OTROS TRAUMATISMOS SUPERFICIALES DEL HOMBRO Y DEL BRAZO,7,F,01/01/2019-31/12/2020
S409,TRAUMATISMO SUPERFICIAL NO ESPECIFICADO DEL HOMBRO Y DEL BRAZO,14,F,01/01/2019-31/12/2020
S411,HERIDA DEL BRAZO,7,F,01/01/2019-31/12/2020
S420,FRACTURA DE LA CLAVICULA,19,F,01/01/2019-31/12/2020
S422,FRACTURA DE LA EPIFISIS SUPERIOR DEL HUMERO,13,F,01/01/2019-31/12/2020
S423,FRACTURA DE LA DIAFISIS DEL HUMERO,7,F,01/01/2019-31/12/2020
S424,FRACTURA DE LA EPIFISIS INFERIOR DEL HUMERO,27,F,01/01/2019-31/12/2020
S428,FRACTURA DE OTRAS PARTES DEL HOMBRO Y DEL BRAZO,6,F,01/01/2019-31/12/2020
S429,"FRACTURA DEL HOMBRO Y DEL BRAZO, PARTE NO ESPECIFICADA",3,F,01/01/2019-31/12/2020
S430,LUXACION DE LA ARTICULACION DEL HOMBRO,14,F,01/01/2019-31/12/2020
S437,ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CINTURA ESCAPULAR,1,F,01/01/2019-31/12/2020
S460,TRAUMATISMO DE TENDON DEL MANGUITO ROTATORIO DEL HOMBRO,1,F,01/01/2019-31/12/2020
S497,TRAUMATISMOS MULTIPLES DEL HOMBRO Y DEL BRAZO,1,F,01/01/2019-31/12/2020
S498,OTROS TRAUMATISMOS ESPECIFICADOS DEL HOMBRO Y DEL BRAZO,1,F,01/01/2019-31/12/2020
S499,TRAUMATISMOS NO ESPECIFICADOS DEL HOMBRO Y DEL BRAZO,2,F,01/01/2019-31/12/2020
S500,CONTUSION DEL CODO,77,F,01/01/2019-31/12/2020
S501,CONTUSION DE OTRAS PARTES DEL ANTEBRAZO Y DE LAS NO ESPECIFICADAS,32,F,01/01/2019-31/12/2020
S507,TRAUMATISMOS SUPERFICIALES MULTIPLES DEL ANTEBRAZO,4,F,01/01/2019-31/12/2020
S508,OTROS TRAUMATISMOS SUPERFICIALES DEL ANTEBRAZO,2,F,01/01/2019-31/12/2020
S509,"TRAUMATISMO SUPERFICIAL DEL ANTEBRAZO, NO ESPECIFICADO",31,F,01/01/2019-31/12/2020
S510,HERIDA DEL CODO,5,F,01/01/2019-31/12/2020
S517,HERIDAS MULTIPLES DEL ANTEBRAZO,3,F,01/01/2019-31/12/2020
S518,HERIDAS DE OTRAS PARTES DEL ANTEBRAZO,8,F,01/01/2019-31/12/2020
S519,"HERIDAS DEL ANTEBRAZO, PARTE NO ESPECIFICADA",4,F,01/01/2019-31/12/2020
S520,FRACTURA DE LA EPIFISIS SUPERIOR DEL CUBITO,5,F,01/01/2019-31/12/2020
S521,FRACTURA DE LA EPIFISIS SUPERIOR DEL RADIO,10,F,01/01/2019-31/12/2020
S522,FRACTURA DE LA DIAFISIS DEL CUBITO,2,F,01/01/2019-31/12/2020
S523,FRACTURA DE LA DIAFISIS DEL RADIO,17,F,01/01/2019-31/12/2020
S524,FRACTURA DE LA DIAFISIS DEL CUBITO Y DEL RADIO,18,F,01/01/2019-31/12/2020
S525,FRACTURA DE LA EPIFISIS INFERIOR DEL RADIO,64,F,01/01/2019-31/12/2020
S526,FRACTURA DE LA EPIFISIS INFERIOR DEL CUBITO Y DEL RADIO,14,F,01/01/2019-31/12/2020
S527,FRACTURAS MULTIPLES DEL ANTEBRAZO,2,F,01/01/2019-31/12/2020
S528,FRACTURA DE OTRAS PARTES DEL ANTEBRAZO,2,F,01/01/2019-31/12/2020
S529,"FRACTURA DEL ANTEBRAZO, PARTE NO ESPECIFICADA",13,F,01/01/2019-31/12/2020
S531,"LUXACION DEL CODO, NO ESPECIFICADA",5,F,01/01/2019-31/12/2020
S534,ESGUINCES Y TORCEDURAS DEL CODO,2,F,01/01/2019-31/12/2020
S560,TRAUMATISMO DEL TENDON Y MUSCULO FLEXOR DEL PULGAR A NIVEL DEL ANTEBRAZO,1,F,01/01/2019-31/12/2020
S561,TRAUMATISMO DEL TENDON Y MUSCULO FLEXOR DE OTRO(S) DEDO(S) A NIVEL DEL ANTEBRAZO,1,F,01/01/2019-31/12/2020
S598,OTROS TRAUMATISMOS ESPECIFICADOS DEL ANTEBRAZO,3,F,01/01/2019-31/12/2020
S599,TRAUMATISMOS NO ESPECIFICADOS DEL ANTEBRAZO,7,F,01/01/2019-31/12/2020
S600,"CONTUSION DE DEDO(S) DE LA MANO, SIN DAÑO DE LA(S) UÑA(S)",58,F,01/01/2019-31/12/2020
S601,"CONTUSION DE DEDO(S) DE LA MANO, CON DAÑO DE LA(S) UÑA(S)",6,F,01/01/2019-31/12/2020
S602,CONTUSION DE OTRAS PARTES DE LA MUÑECA Y DE LA MANO,85,F,01/01/2019-31/12/2020
S607,TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA MUÑECA Y DE LA MANO,15,F,01/01/2019-31/12/2020
S608,OTROS TRAUMATISMOS SUPERFICIALES DE LA MUÑECA Y DE LA MANO,8,F,01/01/2019-31/12/2020
S609,"TRAUMATISMO SUPERFICIAL DE LA MUÑECA Y DE LA MANO, NO ESPECIFICADO",22,F,01/01/2019-31/12/2020
S610,"HERIDA DE DEDO(S) DE LA MANO, SIN DAÑO DE LA(S) UÑA(S)",71,F,01/01/2019-31/12/2020
S611,"HERIDA DE DEDO(S) DE LA MANO, CON DAÑO DE LA(S) UÑA(S)",15,F,01/01/2019-31/12/2020
S617,HERIDAS MULTIPLES DE LA MUÑECA Y DE LA MANO,4,F,01/01/2019-31/12/2020
S618,HERIDAS DE OTRAS PARTES DE LA MUÑECA Y DE LA MANO,13,F,01/01/2019-31/12/2020
S619,"HERIDA DE LA MUÑECA Y DE LA MANO, PARTE NO ESPECIFICADA",16,F,01/01/2019-31/12/2020
S622,FRACTURA DEL PRIMER METACARPIANO,1,F,01/01/2019-31/12/2020
S623,FRACTURA DE OTROS HUESOS METACARPIANOS,6,F,01/01/2019-31/12/2020
S626,FRACTURA DE OTRO DEDO DE LA MANO,11,F,01/01/2019-31/12/2020
S627,FRACTURAS MULTIPLES DE LOS DEDOS DE LA MANO,4,F,01/01/2019-31/12/2020
S628,FRACTURA DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA MUÑECA Y DE LA MANO,6,F,01/01/2019-31/12/2020
S634,RUPTURA TRAUMATICA DE LIGAMENTOS DEL DEDO DE LA MANO EN LA(S) ARTICULACION(ES) METACARPOFALANGICA E INTERFALANGICA,1,F,01/01/2019-31/12/2020
S635,ESGUINCES Y TORCEDURAS DE LA MUÑECA,3,F,01/01/2019-31/12/2020
S647,TRAUMATISMO DE MULTIPLES NERVIOS A NIVEL DE LA MUÑECA Y DE LA MANO,1,F,01/01/2019-31/12/2020
S661,TRAUMATISMO DEL TENDON Y MUSCULO FLEXOR DE OTRO DEDO A NIVEL DE LA MUÑECA Y DE LA MANO,1,F,01/01/2019-31/12/2020
S662,TRAUMATISMO DEL TENDON Y MUSCULO EXTENSOR DEL PULGAR A NIVEL DE LA MUÑECA Y DE LA MANO,1,F,01/01/2019-31/12/2020
S663,TRAUMATISMO DEL TENDON Y MUSCULO EXTENSOR DE OTRO(S) DEDO(S) A NIVEL DE LA MUÑECA Y DE LA MANO,2,F,01/01/2019-31/12/2020
S666,TRAUMATISMO DE MULTIPLES TENDONES Y MUSCULOS FLEXORES A NIVEL DE LA MUÑECA Y DE LA MANO,2,F,01/01/2019-31/12/2020
S668,TRAUMATISMO DE OTROS TENDONES Y MUSCULOS A NIVEL DE LA MUÑECA Y DE LA MANO,2,F,01/01/2019-31/12/2020
S670,TRAUMATISMO POR APLASTAMIENTO DEL PULGAR Y OTRO(S) DEDO(S),1,F,01/01/2019-31/12/2020
S680,AMPUTACION TRAUMATICA DEL PULGAR (COMPLETA) (PARCIAL),1,F,01/01/2019-31/12/2020
S681,AMPUTACION TRAUMATICA DE OTRO DEDO UNICO (COMPLETA) (PARCIAL),5,F,01/01/2019-31/12/2020
S682,AMPUTACION TRAUMATICA DE DOS O MAS DEDOS SOLAMENTE (COMPLETA) (PARCIAL),2,F,01/01/2019-31/12/2020
S697,TRAUMATISMOS MULTIPLES DE LA MUÑECA Y DE LA MANO,4,F,01/01/2019-31/12/2020
S698,OTROS TRAUMATISMOS ESPECIFICADOS DE LA MUÑECA Y DE LA MANO,4,F,01/01/2019-31/12/2020
S699,TRAUMATISMO NO ESPECIFICADO DE LA MUÑECA Y DE LA MANO,2,F,01/01/2019-31/12/2020
S700,CONTUSION DE LA CADERA,72,F,01/01/2019-31/12/2020
S701,CONTUSION DEL MUSLO,9,F,01/01/2019-31/12/2020
S707,TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA CADERA Y DEL MUSLO,5,F,01/01/2019-31/12/2020
S708,OTROS TRAUMATISMOS SUPERFICIALES DE LA CADERA Y DEL MUSLO,3,F,01/01/2019-31/12/2020
S709,"TRAUMATISMO SUPERFICIAL DE LA CADERA Y DEL MUSLO, NO ESPECIFICADO",10,F,01/01/2019-31/12/2020
S711,HERIDA DEL MUSLO,4,F,01/01/2019-31/12/2020
S717,HERIDAS MULTIPLES DE LA CADERA Y DEL MUSLO,1,F,01/01/2019-31/12/2020
S720,FRACTURA DEL CUELLO DEL FEMUR,11,F,01/01/2019-31/12/2020
S721,FRACTURA PERTROCANTERIANA,18,F,01/01/2019-31/12/2020
S722,FRACTURA SUBTROCANTERIANA,2,F,01/01/2019-31/12/2020
S723,FRACTURA DE LA DIAFISIS DEL FEMUR,4,F,01/01/2019-31/12/2020
S724,FRACTURA DE LA EPIFISIS INFERIOR DEL FEMUR,3,F,01/01/2019-31/12/2020
S728,FRACTURA DE OTRAS PARTES DEL FEMUR,6,F,01/01/2019-31/12/2020
S729,"FRACTURA DEL FEMUR, PARTE NO ESPECIFICADA",6,F,01/01/2019-31/12/2020
S730,LUXACION DE CADERA,5,F,01/01/2019-31/12/2020
S731,ESGUINCES Y TORCEDURAS DE LA CADERA,1,F,01/01/2019-31/12/2020
S797,TRAUMATISMOS MULTIPLES DE LA CADERA Y DEL MUSLO,4,F,01/01/2019-31/12/2020
S798,OTROS TRAUMATISMOS ESPECIFICADOS DE LA CADERA Y DEL MUSLO,1,F,01/01/2019-31/12/2020
S799,TRAUMATISMO NO ESPECIFICADO DE LA CADERA Y DEL MUSLO,2,F,01/01/2019-31/12/2020
S800,CONTUSION DE LA RODILLA,129,F,01/01/2019-31/12/2020
S801,CONTUSION DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA PIERNA,31,F,01/01/2019-31/12/2020
S807,TRAUMATISMOS SUPERFICIALES MULTIPLES DE LA PIERNA,3,F,01/01/2019-31/12/2020
S808,OTROS TRAUMATISMOS SUPERFICIALES DE LA PIERNA,4,F,01/01/2019-31/12/2020
S809,"TRAUMATISMO SUPERFICIAL DE LA PIERNA, NO ESPECIFICADO",15,F,01/01/2019-31/12/2020
S810,HERIDA DE LA RODILLA,8,F,01/01/2019-31/12/2020
S817,HERIDAS MULTIPLES DE LA PIERNA,2,F,01/01/2019-31/12/2020
S818,HERIDA DE OTRAS PARTES DE LA PIERNA,9,F,01/01/2019-31/12/2020
S819,"HERIDA DE LA PIERNA, PARTE NO ESPECIFICADA",22,F,01/01/2019-31/12/2020
S820,FRACTURA DE LA ROTULA,1,F,01/01/2019-31/12/2020
S821,FRACTURA DE LA EPIFISIS SUPERIOR DE LA TIBIA,7,F,01/01/2019-31/12/2020
S822,FRACTURA DE LA DIAFISIS DE LA TIBIA,11,F,01/01/2019-31/12/2020
S823,FRACTURA DE LA EPIFISIS INFERIOR DE LA TIBIA,14,F,01/01/2019-31/12/2020
S824,FRACTURA DEL PERONE SOLAMENTE,18,F,01/01/2019-31/12/2020
S825,FRACTURA DEL MALEOLO INTERNO,1,F,01/01/2019-31/12/2020
S826,FRACTURA DEL MALEOLO EXTERNO,2,F,01/01/2019-31/12/2020
S827,FRACTURAS MULTIPLES DE LA PIERNA,1,F,01/01/2019-31/12/2020
S828,FRACTURA DE OTRAS PARTES DE LA PIERNA,3,F,01/01/2019-31/12/2020
S829,"FRACTURA DE LA PIERNA, PARTE NO ESPECIFICADA",4,F,01/01/2019-31/12/2020
S830,LUXACION DE LA ROTULA,2,F,01/01/2019-31/12/2020
S831,LUXACION DE LA RODILLA,4,F,01/01/2019-31/12/2020
S834,ESGUINCES Y TORCEDURAS QUE COMPROMETEN LOS LIGAMENTOS LATERALES (EXTERNO) (INTERNO) DE LA RODILLA,3,F,01/01/2019-31/12/2020
S835,ESGUINCES Y TORCEDURAS QUE COMPROMETEN EL LIGAMENTO CRUZADO (ANTERIOR) (POSTERIOR) DE LA RODILLA,1,F,01/01/2019-31/12/2020
S836,ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA RODILLA,10,F,01/01/2019-31/12/2020
S837,TRAUMATISMO DE ESTRUCTURAS MULTIPLES DE LA RODILLA,7,F,01/01/2019-31/12/2020
S860,TRAUMATISMO DEL TENDON DE AQUILES,2,F,01/01/2019-31/12/2020
S870,TRAUMATISMO POR APLASTAMIENTO DE LA RODILLA,2,F,01/01/2019-31/12/2020
S878,TRAUMATISMO POR APLASTAMIENTO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA PIERNA,1,F,01/01/2019-31/12/2020
S897,TRAUMATISMOS MULTIPLES DE LA PIERNA,1,F,01/01/2019-31/12/2020
S898,"OTROS TRAUMATISMOS DE LA PIERNA, ESPECIFICADOS",2,F,01/01/2019-31/12/2020
S899,"TRAUMATISMO DE LA PIERNA, NO ESPECIFICADO",3,F,01/01/2019-31/12/2020
S900,CONTUSION DEL TOBILLO,125,F,01/01/2019-31/12/2020
